gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
C4orf48	NaN	NaN	NaN	47790	17496	0	0	0	0	50	6	6031152	1	1
C4orf49	384151	208	24	91260	27810	0	0	0	0	50	1	3241242	1	1
C4orf50	109875	686	16	106218	32616	0	0	0	0	50	1	2837538	1	1
C4orf51	221010	1168	26	80946	20952	0	0	0	0	50	1	3119850	1	1
C4orf52	NaN	NaN	NaN	27054	7290	0	0	0	0	32	2	3174390	1	1
C4orf6	57657	589	10	37314	9666	0	0	0	0	50	0	3881142	1	1
C4orf7	191457	928	7	34452	9612	0	0	0	0	50	0	3293190	1	1
C5	628273	379	37	668790	172476	0	0	0	0	50	1	3228876	1	1
C5AR1	1132395	232	41	128142	43254	0	0	0	0	50	0	2575638	1	1
C5orf13	118271	617	34	46764	11556	0	0	0	0	50	0	2876742	1	1
C5orf15	568918	269	60	101034	29538	0	0	0	0	50	1	2668626	1	1
C5orf20	625030	509	47	89910	29160	0	0	0	0	50	1	3661470	1	1
C5orf22	235664	649	4	174744	45738	0	0	0	0	50	5	3237570	1	1
C5orf24	877491	696	39	71496	21006	0	0	0	0	50	1	3690252	1	1
C5orf25	532154	427	25	178146	49626	0	0	0	0	50	0	3404700	1	1
C5orf28	497364	369	1	82242	24030	0	0	0	0	50	2	3290436	1	1
C5orf30	203042	531	16	77544	23706	0	0	0	0	50	1	3142260	1	1
C5orf32	788704	185	45	38232	10692	0	0	0	0	50	1	3295782	1	1
C5orf33	184013	476	2	173124	49302	0	0	0	0	50	2	3247830	1	1
C5orf34	490107	369	10	252504	65826	0	0	0	0	50	1	4676346	1	1
C5orf35	201203	393	41	117720	32292	0	0	0	0	50	0	3349674	1	1
C5orf36	162976	515	3	507924	124848	0	0	0	0	50	0	2850714	1	1
C5orf38	18983	986	-29	52002	17496	0	0	0	0	50	2	3469176	1	1
C5orf39	488323	520	21	72738	21546	0	0	1	0	16	1	735372	1	1
C5orf4	525975	293	35	132138	35046	0	0	0	0	50	0	3130272	1	1
C5orf40	NaN	NaN	NaN	85374	24624	0	0	0	0	50	6	6038280	1	1
C5orf41	486042	309	37	255474	64962	0	0	0	0	50	0	2729916	1	1
C5orf43	202017	385	13	29430	7668	0	0	0	0	4	0	248346	1	1
C5orf44	417990	406	31	168480	42930	0	0	0	0	50	1	2915244	1	1
C5orf45	1610057	359	38	133110	38286	0	0	0	0	50	1	2738934	1	1
C5orf46	137041	470	2	35694	9342	0	0	0	0	50	1	2740662	1	1
C5orf47	NaN	NaN	NaN	68634	19980	0	0	0	0	50	6	6033636	1	1
C5orf48	235652	347	15	53730	13824	0	0	0	0	50	0	2871450	1	1
C5orf49	65781	1013	-18	56916	16308	0	0	0	0	50	1	3087828	1	1
C5orf51	113456	795	23	117072	29538	0	0	0	0	50	1	2924802	1	1
C5orf52	NaN	NaN	NaN	61884	17496	0	0	0	0	50	6	6031152	1	1
C5orf53	812666	260	50	21168	5076	0	0	0	0	10	0	530928	1	1
C5orf54	197504	619	30	229608	60210	0	0	0	0	50	1	3063420	1	1
C5orf55	787542	399	37	43740	14580	0	0	0	0	50	3	3497688	1	1
C5orf56	543074	264	63	51408	12258	0	0	0	0	50	0	2395818	1	1
C5orf58	97631	636	31	41796	10206	0	0	0	0	50	1	3630312	1	1
C5orf60	NaN	NaN	NaN	105948	32724	0	0	0	0	50	6	6046380	1	1
C5orf62	NaN	NaN	NaN	22950	7344	0	0	0	0	32	2	3174444	1	1
C6orf1	1074764	233	36	60426	19278	0	0	0	0	50	2	2555334	1	1
C6orf103	NaN	NaN	NaN	664038	169614	0	0	0	0	50	6	6183270	1	1
C6orf105	117356	372	24	98172	26730	0	0	0	0	50	2	3072168	1	1
C6orf106	920583	132	31	116694	31212	0	0	0	0	50	0	2790072	1	1
C6orf108	1308754	363	35	74952	23868	0	0	0	0	50	3	3388500	1	1
C6orf114	NaN	NaN	NaN	52704	13878	0	0	0	0	50	6	6027534	1	1
C6orf115	289502	640	16	32292	8856	0	0	0	0	24	2	1891782	1	1
C6orf118	31222	466	-31	183924	50004	0	0	0	0	50	4	3139668	1	1
C6orf120	233648	447	3	70902	22410	0	0	0	0	50	2	3568590	1	1
C6orf125	1551477	328	40	51354	12960	0	0	0	0	50	2	3653586	1	1
C6orf126	621095	404	34	40068	10962	0	0	0	0	50	1	3374298	1	1
C6orf127	621095	404	34	48708	12528	0	0	0	0	50	1	3374298	1	1
C6orf129	498007	434	43	39420	10476	0	0	0	0	10	0	536490	1	1
C6orf130	145501	611	37	62208	15390	0	0	0	0	50	0	3067200	1	1
C6orf134	2097865	171	37	129600	39528	0	0	1	0	31	1	2026944	1	1
C6orf136	2115149	171	41	181764	63018	0	0	0	0	50	3	3508002	1	1
C6orf141	NaN	NaN	NaN	88614	30456	0	0	0	0	50	6	6044112	1	1
C6orf142	104005	635	-1	180630	50220	0	0	0	0	50	0	3237192	1	1
C6orf145	336205	311	17	90504	24840	0	0	0	0	50	0	3783834	1	1
C6orf146	182705	353	18	199314	51948	0	0	0	0	50	3	2904336	1	1
C6orf15	2992134	283	23	119178	39906	0	0	0	0	50	2	3332556	1	1
C6orf150	723493	232	21	200448	56646	0	0	0	0	50	2	3104298	1	1
C6orf153	1200368	259	40	102708	27864	0	0	0	0	50	1	3444282	1	1
C6orf154	1278255	230	56	118638	38664	0	0	0	0	50	2	3027024	1	1
C6orf162	222902	596	14	38718	10206	0	0	0	0	44	0	2321082	1	1
C6orf163	NaN	NaN	NaN	132300	30996	0	0	0	0	50	6	6044652	1	1
C6orf165	222811	556	26	246132	64422	0	0	0	0	50	1	3044466	1	1
C6orf167	91667	1258	2	492318	127818	0	0	0	0	50	1	3010230	1	1
C6orf168	259352	595	-11	161622	40878	0	0	0	0	50	1	2722842	1	1
C6orf174	157237	811	-9	356346	108270	0	0	0	0	50	0	3104352	1	1
C6orf182	390388	492	33	187488	43038	0	0	0	0	50	0	2613546	1	1
C6orf186	183030	586	22	140562	40392	0	0	0	0	50	5	3175308	1	1
C6orf191	72955	603	26	52434	13500	0	0	0	0	50	2	3668760	1	1
C6orf192	129252	443	10	177930	52596	0	0	0	0	50	0	3299994	1	1
C6orf195	467575	342	25	47790	14418	0	0	0	0	50	1	2969892	1	1
C6orf201	181759	353	22	56106	14364	0	0	0	0	50	2	3148578	1	1
C6orf203	214917	417	22	96768	25380	0	0	0	0	50	3	3002832	1	1
C6orf204	129707	1029	8	338310	83862	0	0	0	0	50	2	3720222	1	1
C6orf211	336608	468	30	173664	43740	0	0	0	0	50	2	2965194	1	1
C6orf221	732413	446	18	82458	25110	0	0	0	0	50	2	3068064	1	1
C6orf222	891439	192	38	253368	71118	0	0	0	0	50	1	3405618	1	1
C6orf223	1407986	199	47	100872	26460	0	0	0	0	50	2	3527874	1	1
C6orf225	145073	296	-5	31644	9018	0	0	0	0	50	2	3314304	1	1
C6orf226	1086050	203	41	36234	13662	0	0	0	0	50	1	2547342	1	1
C6orf25	2517236	193	20	103734	24408	0	0	0	0	50	0	4166046	1	1
C6orf26	2509866	183	32	70038	19872	0	0	0	0	50	0	3407562	1	1
C6orf27	2509866	183	32	333234	110484	0	0	0	0	50	0	3407562	1	1
C6orf35	213310	374	21	54702	16254	0	0	0	0	50	2	3240702	1	1
C6orf47	2517236	193	20	106056	37314	0	0	0	0	50	0	4166046	1	1
C6orf48	2485614	188	36	30510	8046	0	0	0	0	50	0	3226284	1	1
C6orf52	NaN	NaN	NaN	62532	14742	0	0	0	0	50	6	6028398	1	1
C6orf57	119480	618	15	42606	11988	0	0	0	0	43	1	2379888	1	1
C6orf58	169285	807	-9	131328	33102	0	0	0	0	50	0	3198528	1	1
C6orf62	422850	362	40	91530	22842	0	0	0	0	50	0	3660336	1	1
C6orf64	188770	730	34	67716	22356	0	0	0	0	50	1	3180006	1	1
C6orf70	233648	447	3	269352	72306	0	0	0	0	50	2	3568590	1	1
C6orf72	435829	150	41	130248	35802	0	0	0	0	50	1	2657232	1	1
C6orf81	621095	404	34	140238	42498	0	0	0	0	50	1	3374298	1	1
C6orf89	836025	244	43	140508	36558	0	0	0	0	50	0	3511728	1	1
C6orf94	NaN	NaN	NaN	89208	23706	0	0	0	0	50	6	6037362	1	1
C6orf97	301605	535	7	282366	72414	0	0	0	0	50	2	3549744	1	1
C7	211302	644	5	334746	86454	0	0	1	0	50	2	3087882	1	1
C7orf10	120126	802	-13	172530	48276	0	0	0	0	50	2	3627612	1	1
C7orf11	221361	636	20	66852	21600	0	0	0	0	50	3	2727432	1	1
C7orf16	26433	889	1	63180	15228	0	0	0	0	50	0	3153222	1	1
C7orf23	182644	1011	28	47088	12690	0	0	0	0	50	1	2659230	1	1
C7orf25	163131	744	-6	180414	53838	0	0	0	0	50	2	2948346	1	1
C7orf26	NaN	NaN	NaN	169830	52110	0	0	0	0	50	6	6065766	1	1
C7orf27	783535	226	47	305910	102006	0	0	0	0	43	3	2738502	1	1
C7orf28A	2208864	358	32	198126	46008	0	0	0	0	50	0	3173418	1	1
C7orf28B	700380	514	57	198126	46008	0	0	0	0	50	0	2741526	1	1
C7orf29	NaN	NaN	NaN	88506	26676	0	0	0	0	50	6	6040332	1	1
C7orf30	500943	169	27	90288	26514	0	0	0	0	50	0	3491640	1	1
C7orf31	254281	319	21	233172	59886	0	0	0	0	50	0	3257172	1	1
C7orf33	473795	593	-4	66852	20952	0	0	0	0	50	2	3137940	1	1
C7orf34	294033	676	2	56916	15984	0	0	0	0	50	3	2639844	1	1
C7orf36	221842	487	5	88884	23058	0	0	0	0	50	1	3622158	1	1
C7orf41	656945	411	31	52758	12690	0	0	0	0	50	4	2650860	1	1
C7orf43	1299015	205	52	216810	72036	0	0	0	0	50	2	3161430	1	1
C7orf44	654530	310	38	59724	14958	0	0	0	0	50	6	3359988	1	1
C7orf45	414437	266	34	97740	22950	0	0	0	0	50	0	2858868	1	1
C7orf46	378677	441	19	118476	31050	0	0	0	0	50	3	3524256	1	1
C7orf47	1479297	186	60	93366	32670	0	0	0	0	50	0	2688174	1	1
C7orf49	464513	594	20	60480	17604	0	0	0	0	50	2	2282310	1	1
C7orf50	769674	346	35	74196	23004	0	0	0	0	50	0	2875878	1	1
C7orf51	1479297	186	60	305910	107190	0	0	0	0	50	0	2688174	1	1
C7orf52	1022626	258	39	134568	47196	0	0	0	0	50	1	2989008	1	1
C7orf53	171853	470	-5	51570	14526	0	0	0	0	50	0	2812698	1	1
C7orf55	522451	339	35	42768	13608	0	0	0	0	50	2	3108510	1	1
C7orf58	99302	534	-3	412182	107676	0	0	0	0	50	3	3489048	1	1
C7orf59	1299015	205	52	38502	12366	0	0	0	0	50	2	3161430	1	1
C7orf60	157620	814	-14	157896	42012	0	0	0	0	50	2	3573450	1	1
C7orf61	1479297	186	60	78192	23706	0	0	0	0	50	0	2688174	1	1
C7orf64	750974	369	28	143586	38178	0	0	0	0	50	0	3091122	1	1
C7orf65	237253	211	21	59400	16092	0	0	0	0	50	0	3024000	1	1
C7orf66	75279	982	-24	45684	11988	0	0	0	0	29	1	2421522	1	1
C7orf68	902782	246	34	24030	7722	0	0	0	0	50	1	3076542	1	1
C7orf69	NaN	NaN	NaN	49464	11934	0	0	0	0	50	6	6025590	1	1
C7orf70	NaN	NaN	NaN	96390	30618	0	0	0	0	50	6	6044274	1	1
C7orf71	NaN	NaN	NaN	66420	17496	0	0	0	0	50	6	6031152	1	1
C7orf72	NaN	NaN	NaN	171936	46602	0	0	0	0	50	6	6060258	1	1
C8A	39104	713	-15	231768	59022	0	0	0	0	50	2	3803490	1	1
C8G	1979517	188	34	78732	24138	0	0	0	0	50	2	3192426	1	1
C8orf22	15071	631	-19	34074	8370	0	0	0	0	50	2	2900718	1	1
C8orf30A	2713803	210	26	287928	99252	0	0	0	0	50	1	3555792	1	1
C8orf31	821065	470	4	52974	14904	0	0	0	0	50	1	2557926	1	1
C8orf33	454161	440	8	88506	26190	0	0	0	0	50	5	3652830	1	1
C8orf34	36554	910	-22	172584	43200	0	0	1	0	50	2	2777652	1	1
C8orf37	313002	375	45	84294	20358	0	0	0	0	50	0	2806542	1	1
C8orf38	409865	395	57	131328	36504	0	0	0	0	50	2	3306798	1	1
C8orf4	10573	360	3	41094	11232	0	0	0	0	50	0	3138750	1	1
C8orf40	627586	464	26	44280	10152	0	0	0	0	50	3	3015846	1	1
C8orf41	91648	507	12	192348	59562	0	0	0	0	50	0	3740580	1	1
C8orf42	152113	904	-20	71172	20520	0	0	0	0	50	1	3287034	1	1
C8orf44	372262	213	38	62262	16794	0	0	0	0	50	2	2956986	1	1
C8orf45	392325	393	22	271728	72360	0	0	0	0	50	2	3354534	1	1
C8orf46	285889	151	36	80136	24192	0	0	1	0	25	2	1242054	1	1
C8orf47	630526	229	39	142614	40932	0	0	0	0	50	2	3853548	1	1
C8orf48	NaN	NaN	NaN	122148	33372	0	0	0	0	50	6	6047028	1	1
C8orf55	427585	373	34	74520	27702	0	0	0	0	50	0	2665602	1	1
C8orf58	757216	224	45	136890	44874	0	0	1	0	6	2	423846	1	1
C8orf59	99038	1463	13	40878	9504	0	0	0	0	50	0	2980692	1	1
C8orf73	2183482	235	37	262440	96228	0	0	0	0	50	2	2978640	1	1
C8orf74	110362	481	9	112482	33156	0	0	0	0	50	0	3398220	1	1
C8orf76	545561	171	22	150120	38610	0	0	0	0	50	1	3063744	1	1
C8orf79	111627	643	-11	176850	46062	0	0	0	0	50	2	3772710	1	1
C8orf80	409228	222	34	316170	82836	0	0	0	0	50	2	2586816	1	1
C8orf83	NaN	NaN	NaN	35370	9342	0	0	0	0	50	6	6022998	1	1
C8orf84	161465	570	18	102924	28458	0	0	0	0	50	1	2584224	1	1
C8orf85	495171	346	16	58968	17820	0	0	0	0	50	2	3596724	1	1
C8orf86	840384	454	46	83970	26514	0	0	0	0	50	2	3717468	1	1
C9	168073	424	-8	222426	56538	0	0	0	0	50	0	3048192	1	1
C9orf102	260804	471	25	280584	74358	0	0	0	0	50	4	3005802	1	1
C9orf103	493702	567	-8	55674	15282	0	0	0	0	50	1	2489724	1	1
C9orf106	1220935	283	48	86454	27756	0	0	0	0	50	1	3807972	1	1
C9orf11	116649	454	-34	118692	29862	0	0	0	0	50	3	3436560	1	1
C9orf114	1768145	201	34	149202	41796	0	0	0	0	50	1	3125088	1	1
C9orf116	298554	539	14	55836	12366	0	0	0	0	50	4	3150252	1	1
C9orf117	1098647	172	32	204012	55026	0	0	0	0	50	1	2736018	1	1
C9orf119	1813435	201	46	89478	27810	0	0	0	0	50	1	3162726	1	1
C9orf123	73228	1033	-33	42228	13662	0	0	0	0	50	3	3829248	1	1
C9orf125	112814	872	-15	150336	46656	0	0	1	0	10	4	741744	1	1
C9orf128	847663	227	54	157410	42012	0	0	0	0	50	4	3132972	1	1
C9orf129	439538	426	41	75438	22896	0	0	0	0	50	4	3939894	1	1
C9orf135	243260	478	-8	92502	23166	0	0	0	0	50	1	2963034	1	1
C9orf139	1951939	202	40	69552	23922	0	0	0	0	50	1	3244914	1	1
C9orf140	1951939	202	40	144342	50868	0	0	0	0	50	1	3244914	1	1
C9orf142	1979517	188	34	78624	25218	0	0	0	0	50	2	3192426	1	1
C9orf144B	NaN	NaN	NaN	500688	150552	0	0	0	0	50	6	6164208	1	1
C9orf150	77482	482	-32	86508	25434	0	0	0	0	50	3	2979720	1	1
C9orf152	203263	245	32	90504	26784	0	0	0	0	50	1	2710962	1	1
C9orf153	311398	417	8	41526	10314	0	0	0	0	50	1	3224934	1	1
C9orf156	468629	276	38	169020	48708	0	0	0	0	50	0	2983932	1	1
C9orf16	1762678	201	44	32562	8910	0	0	0	0	27	0	1458810	1	1
C9orf163	1413299	233	44	73602	25542	0	0	0	0	50	0	3574314	1	1
C9orf167	1724821	399	43	151632	55080	0	0	0	0	50	1	2523528	1	1
C9orf169	NaN	NaN	NaN	55242	15876	0	0	0	0	50	6	6029532	1	1
C9orf170	123702	421	-8	46386	13878	0	0	0	0	50	0	3199122	1	1
C9orf171	1522970	492	36	123174	37044	0	0	0	0	50	3	3966300	1	1
C9orf172	1921909	176	44	346626	128034	0	0	0	0	50	1	3153762	1	1
C9orf173	1724821	399	43	118422	35316	0	0	0	0	50	1	2523528	1	1
C9orf21	322237	430	26	88074	25812	0	0	0	0	50	0	3422034	1	1
C9orf23	731413	298	51	58860	21492	0	0	0	0	50	2	2466612	1	1
C9orf24	478815	302	38	120852	28350	0	0	0	0	50	0	2634390	1	1
C9orf25	629612	302	40	74412	19224	0	0	0	0	50	5	2903418	1	1
C9orf3	250013	432	35	282528	76302	0	0	0	0	50	0	3008394	1	1
C9orf30	245284	516	0	108486	26946	0	0	0	0	50	1	2904606	1	1
C9orf37	1197708	478	45	64584	21762	0	0	0	0	50	2	4247694	1	1
C9orf4	338668	272	18	129060	41202	0	0	0	0	50	0	3840858	1	1
C9orf40	95383	649	-18	72198	23220	0	0	0	0	50	2	4174308	1	1
C9orf41	95299	649	-13	161946	41850	0	0	0	0	50	1	3470418	1	1
C9orf43	390186	297	36	186516	46440	0	0	0	0	50	0	2941434	1	1
C9orf46	373599	629	18	61020	13500	0	0	0	0	50	3	3205926	1	1
C9orf47	248480	646	4	76140	24138	0	0	0	0	50	4	3133080	1	1
C9orf5	337902	387	13	335610	103410	0	0	0	0	50	0	3472416	1	1
C9orf50	886775	205	39	160056	53784	0	0	0	0	50	1	3173796	1	1
C9orf57	NaN	NaN	NaN	65178	16470	0	0	0	0	50	6	6030126	1	1
C9orf6	337389	433	12	73278	18738	0	0	0	0	50	4	3337686	1	1
C9orf64	460176	343	2	131382	36774	0	0	0	0	50	3	2849904	1	1
C9orf66	219110	462	-10	105246	38610	0	0	0	0	50	2	2881764	1	1
C9orf68	226049	673	17	134298	34830	0	0	0	0	50	2	2430918	1	1
C9orf69	799089	244	42	48816	17928	0	0	0	0	50	0	3512808	1	1
C9orf7	1858670	315	39	67230	19764	0	0	0	0	50	1	3132216	1	1
C9orf71	127057	578	-20	64368	19710	0	0	0	0	50	2	3601800	1	1
C9orf72	93979	434	-12	189540	51516	0	0	0	0	50	0	3673782	1	1
C9orf78	600401	187	44	117720	28728	0	0	0	0	50	1	3249072	1	1
C9orf80	525036	382	18	42552	11070	0	0	0	0	50	6	3023028	1	1
C9orf82	104669	632	-28	141912	37260	0	0	0	0	50	0	3732372	1	1
C9orf84	540873	264	17	593352	146988	0	0	0	0	10	0	639846	1	1
C9orf85	284245	358	5	65286	13446	0	0	0	0	50	0	3113262	1	1
C9orf86	1921909	176	44	312066	91476	0	0	0	0	50	1	3153762	1	1
C9orf89	504920	448	61	71334	21330	0	0	0	0	50	0	2951370	1	1
C9orf9	1952019	575	33	67932	17118	0	0	0	0	50	0	2818422	1	1
C9orf91	285717	202	14	132300	39582	0	0	0	0	50	1	2713284	1	1
C9orf93	150665	600	-9	530766	130032	0	0	0	0	50	5	3436830	1	1
C9orf95	95091	623	0	84024	18360	0	0	0	0	50	0	3306960	1	1
C9orf96	1827885	416	28	267138	75168	0	0	0	0	26	0	1104138	1	1
C9orf98	1939494	575	33	189972	51084	0	0	0	0	50	0	2879064	1	1
CA1	99296	1463	15	104652	27540	0	0	0	0	50	0	2734452	1	1
CA10	36963	832	-68	131814	33264	0	0	0	0	50	1	3446496	1	1
CA11	1597109	242	31	126144	38934	0	0	0	0	50	1	3152250	1	1
CA12	449769	275	47	140616	38394	0	0	0	0	50	0	3377862	1	1
CA13	99038	1463	13	103734	27972	0	0	0	0	50	0	2980692	1	1
CA14	1213150	197	38	133974	36774	0	0	0	0	50	1	3196260	1	1
CA2	100997	1460	-18	103464	27270	0	0	0	0	50	1	3044358	1	1
CA3	100997	1460	-18	103464	27594	0	0	0	0	50	1	3044358	1	1
CA4	973133	347	10	122742	34236	0	0	0	0	50	0	2010204	1	1
CA5A	612550	133	27	120096	32832	0	0	0	0	50	2	2938032	1	1
CA5B	170565	NaN	42	125280	33804	0	0	0	0	50	0	3336120	1	1
CA6	840956	264	31	122634	32400	0	0	0	0	50	1	3115854	1	1
CA7	868790	142	24	104220	28458	0	0	0	0	50	1	2950506	1	1
CA8	206353	885	-14	115830	30780	0	0	0	0	50	4	3517722	1	1
CA9	1202125	248	37	175014	55350	0	0	0	0	33	1	2142504	1	1
CAB39	503356	395	29	138348	33048	0	0	0	0	50	4	3555252	1	1
CAB39L	373856	343	50	135918	33534	0	0	0	0	50	1	2917296	1	1
CABC1	411156	481	5	252666	71334	0	0	0	0	50	1	2940300	1	1
CABLES1	270708	198	72	245970	76734	0	0	0	0	50	0	3354264	1	1
CABLES2	1190359	252	33	180684	58266	0	0	0	0	27	3	1461294	1	1
CABP2	1392213	215	53	86346	25272	0	0	0	0	50	1	2344356	1	1
CABP4	1392213	215	53	105246	32454	0	0	0	0	50	1	2344356	1	1
CABP5	993450	433	26	70038	17766	0	0	0	0	50	1	3759858	1	1
CABP7	848649	195	37	85266	22626	0	0	0	0	50	1	2904822	1	1
CABYR	233052	360	52	262602	78570	0	0	0	0	50	0	3103596	1	1
CACHD1	213591	581	-6	483138	128574	0	0	0	0	26	1	1748034	1	1
CACNA1D	514645	578	42	876906	232146	0	0	1	0	50	2	3124656	1	1
CACNA1F	724395	NaN	44	770526	221886	0	0	0	0	50	3	3198960	1	1
CACNA1G	1559131	196	19	937818	284796	0	0	0	0	50	0	3576312	1	1
CACNA1H	1275017	294	21	886626	279450	0	0	0	0	7	0	709344	1	1
CACNA2D4	240778	593	28	454896	122148	0	0	0	0	50	1	3450492	1	1
CACNB3	1655612	214	57	189918	53568	0	0	0	0	50	1	3025134	1	1
CACNB4	279730	592	21	213516	58158	0	0	0	0	50	4	3219966	1	1
CACNG1	300354	491	-30	86400	24246	0	0	0	0	50	4	3389148	1	1
CACNG2	1202913	359	42	123876	35532	0	0	0	0	50	3	3457134	1	1
CACNG3	360425	348	8	121014	34506	0	0	0	0	50	0	3173040	1	1
CACNG4	293409	491	-23	124686	36990	0	0	0	0	50	2	4450518	1	1
CACNG5	284959	536	-39	144774	43146	0	0	0	0	50	2	3051270	1	1
CACNG6	806175	338	-40	95526	33264	0	0	0	0	50	0	2897370	1	1
CACNG7	813774	360	-33	106650	30402	0	0	0	0	50	2	3401838	1	1
CACNG8	813774	360	-33	155142	54324	0	0	0	0	50	2	3401838	1	1
CACYBP	176818	828	4	92232	22302	0	0	0	0	50	1	2998188	1	1
CAD	1238919	230	39	846342	263358	0	0	0	0	6	0	574722	1	1
CADM1	29879	993	5	172044	49086	0	0	0	0	50	2	4327668	1	1
CADM2	8467	1155	-19	179010	49896	0	0	0	0	50	4	3140910	1	1
CADM4	441738	209	6	149310	45252	0	0	0	0	50	1	3359124	1	1
CADPS	76552	1010	3	545292	143370	0	0	0	0	50	2	2975616	1	1
CADPS2	61224	1046	-3	522288	133974	0	0	0	0	13	0	1096362	1	1
CAGE1	761240	283	15	351864	81972	0	0	0	0	50	1	3179790	1	1
CALB1	272948	534	25	108486	25326	0	0	0	0	50	1	2874312	1	1
CALB2	402231	648	0	114534	24462	0	0	0	0	50	2	2716416	1	1
CALCA	344274	627	-9	76032	21816	0	0	0	0	50	0	2599776	1	1
CALCB	277848	692	-18	49842	14958	0	0	0	0	50	0	3075786	1	1
CALCOCO1	1501666	272	56	270054	75330	0	0	0	0	50	3	3111210	1	1
CALCOCO2	757963	239	29	184734	40284	0	0	0	0	50	0	3527064	1	1
CALCRL	61297	453	1	186786	45522	0	0	0	0	50	1	2658420	1	1
CALD1	390559	513	17	324432	78786	0	0	0	0	32	2	2324052	1	1
CALHM1	542721	170	51	128142	41148	0	0	0	0	50	1	2756862	1	1
CALHM2	542721	170	51	119664	38448	0	0	0	0	50	1	2756862	1	1
CALHM3	NaN	NaN	NaN	127332	41634	0	0	0	0	50	6	6055290	1	1
CALM1	323571	599	21	62262	13878	0	0	0	0	50	1	3139506	1	1
CALM2	811122	132	35	62478	13662	0	0	0	0	50	1	2986848	1	1
CALM3	1139694	347	28	62046	14094	0	0	0	0	50	0	3240108	1	1
CALML3	769552	446	17	56916	15984	0	0	0	0	50	1	3237840	1	1
CALML4	375804	365	28	78084	20250	0	0	0	0	50	2	2948670	1	1
CALML5	769552	446	17	55026	16416	0	0	0	0	50	1	3237840	1	1
CALML6	1434423	233	27	74844	17172	0	0	0	0	50	1	3048138	1	1
CALN1	17685	956	-29	104814	26406	0	0	0	0	50	3	3552336	1	1
CALR	1886809	335	40	169722	38934	0	0	0	0	50	1	2759184	1	1
CALR3	808967	218	35	156546	36396	0	0	0	0	50	0	2599830	1	1
CALU	852821	304	33	155898	33642	0	0	0	0	50	1	3687876	1	1
CALY	386585	472	13	84186	25002	0	0	0	0	50	2	2990142	1	1
CAMK1	954590	264	39	164592	39042	0	0	0	0	50	0	3995352	1	1
CAMK1D	326642	556	35	159246	40176	0	0	0	0	50	1	2990952	1	1
CAMK1G	204559	405	-3	189270	50328	0	0	0	0	50	1	3235626	1	1
CAMK2A	978175	220	47	197586	52218	0	0	0	0	50	0	3118230	1	1
CAMK2B	1467518	412	65	264870	74682	0	0	0	0	50	5	2470122	1	1
CAMK2G	998685	191	42	237978	62532	0	0	0	0	50	3	3719520	1	1
CAMK2N1	573203	429	30	30456	8586	0	0	0	0	50	3	3292326	1	1
CAMK2N2	NaN	NaN	NaN	30726	8802	0	0	0	0	50	6	6022458	1	1
CAMK4	192731	767	29	185760	51408	0	0	0	0	50	3	3286386	1	1
CAMKK1	505430	215	30	214326	60750	0	0	0	0	50	0	2774466	1	1
CAMKK2	981640	258	42	234360	63558	0	0	0	0	50	0	3606984	1	1
CAMKV	1298303	170	38	194130	56322	0	0	0	0	50	0	3286386	1	1
CAMLG	910140	193	33	113022	33264	0	0	0	0	50	1	4250826	1	1
CAMP	1113209	193	40	66096	19278	0	0	0	0	50	2	2412936	1	1
CAMSAP1	721697	446	46	615438	173988	0	0	0	0	50	3	3543318	1	1
CAMSAP1L1	492001	374	12	577800	151362	0	0	0	0	50	3	3711852	1	1
CAMTA1	289717	462	23	646974	180846	0	0	0	0	46	1	3303612	1	1
CAMTA2	1416161	231	30	479952	144882	0	0	0	0	50	1	2833650	1	1
CAND2	508965	269	39	460134	150444	0	0	0	0	50	1	3100626	1	1
CANT1	612708	177	22	151848	45468	0	0	0	0	50	1	2828358	1	1
CANX	1624288	256	44	239220	58050	0	0	0	0	50	3	3819366	1	1
CAP1	873408	387	23	187542	51570	0	0	0	0	50	0	4221774	1	1
CAP2	249798	454	-8	189594	50328	0	0	0	0	50	1	3114612	1	1
CAPG	1067736	180	39	136836	38610	0	0	0	0	50	6	3586140	1	1
CAPN1	3317462	168	54	283878	77058	0	0	0	0	50	2	2969136	1	1
CAPN10	837485	485	35	273726	85266	0	0	0	0	50	0	2880144	1	1
CAPN11	1176811	216	49	299700	74520	0	0	0	0	50	2	3521124	1	1
CAPN12	1697047	322	45	280638	82242	0	0	0	0	50	2	3371490	1	1
CAPN13	131345	692	5	270864	69012	0	0	0	0	50	1	3647430	1	1
CAPN14	NaN	NaN	NaN	275886	70632	0	0	0	0	50	6	6084288	1	1
CAPN2	528883	407	2	281880	72576	0	0	0	0	50	2	3109104	1	1
CAPN3	592239	284	38	339822	83322	0	0	0	0	50	1	2720304	1	1
CAPN5	403200	395	38	249480	69822	0	0	0	0	50	2	3697488	1	1
CAPN6	132204	NaN	23	253368	66420	0	0	0	0	50	0	2557656	1	1
CAPN7	511283	367	30	326106	82458	0	0	0	0	50	1	3366360	1	1
CAPN8	NaN	NaN	NaN	237600	62424	0	0	0	0	50	6	6076080	1	1
CAPN9	438898	550	7	277614	70848	0	0	0	0	50	4	3011418	1	1
CAPNS1	978272	326	6	108648	29052	0	0	0	0	50	0	2290950	1	1
