Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome
A2ML1	1	1	0.043231384	12
A4GALT	1	1	0.40306025	22
A4GNT	1	1	0.040394176	3
AAAS	1	1	0.215491453	12
AACS	1	1	0.445352786	12
AADAC	1	1	0.107335289	3
AADACL2	1	1	0.047802248	3
AADACL4	1	1	0.017262241	1
AADAT	1	1	0.189688632	4
AAED1	1	1	0.319122385	9
AAGAB	1	1	0.068724238	15
AAK1	1	1	0.022910011	2
AAMDC	1	1	0.067226383	11
AANAT	1	1	0.212057585	17
AAR2	1	1	0.015732832	20
AARD	1	1	0.01954965	8
AARS	1	1	0.168766538	16
AARS2	1	1	0.0662735	6
AARSD1	1	1	0.328880442	17
AASDHPPT	1	1	0.268761127	11
AASS	1	1	0.326031368	7
AATF	1	1	0.02595251	17
AATK	1	1	0.011344095	17
ABAT	1	1	0.029830352	16
ABCA1	1	1	0.060540879	9
ABCA12	1	1	0.064528065	2
ABCA13	1	1	0.057429418	7
ABCA2	1	1	0.006737989	9
ABCA3	1	1	0.021496218	16
ABCA4	1	1	0.019179797	1
ABCA6	1	1	0.052218533	17
ABCA7	1	1	0.135176572	19
ABCA8	1	1	0.056732815	17
ABCA9	1	1	0.028355867	17
ABCB1	1	1	0.050987026	7
ABCB10	1	1	0.022852016	1
ABCB11	1	1	0.387274319	2
ABCB4	1	1	0.096590226	7
ABCB5	1	1	0.361411935	7
ABCB7	1	1	0.06773249	X
ABCB8	1	1	0.018261617	7
ABCB9	1	1	0.069800626	12
ABCC1	1	1	0.020465999	16
ABCC10	1	1	0.015028595	6
ABCC11	1	1	0.027983761	16
ABCC12	1	1	0.063980953	16
ABCC2	1	1	0.287558357	10
ABCC3	1	1	0.234827857	17
ABCC4	1	1	0.073815513	13
ABCC5	1	1	0.012442865	3
ABCC6	1	1	0.205955712	16
ABCC8	1	1	0.025965223	11
ABCC9	1	1	0.072629256	12
ABCD1	1	1	0.062202148	X
ABCD2	1	1	0.204837872	12
ABCD3	1	1	0.022406526	1
ABCD4	1	1	0.301666247	14
ABCE1	1	1	0.305795475	4
ABCF1	1	1	0.182008095	6
ABCF3	1	1	0.089128906	3
ABCG1	1	1	0.16163286	21
ABCG2	1	1	0.187087943	4
ABCG4	1	1	0.006096586	11
ABCG5	1	1	0.134338052	2
ABCG8	1	1	0.323268486	2
ABHD1	1	1	0.233382272	2
ABHD10	1	1	0.12279404	3
ABHD11	1	1	0.041069489	7
ABHD12	1	1	0.063194939	20
ABHD12B	1	1	0.02845911	14
ABHD13	1	1	0.259445713	13
ABHD14A	1	1	0.216654999	3
ABHD14B	1	1	0.191318195	3
ABHD15	1	1	0.138279689	17
ABHD16B	1	1	0.228350334	20
ABHD17A	1	1	0.098980265	19
ABHD17B	1	1	0.246446266	9
ABHD17C	1	1	0.032908352	15
ABHD2	1	1	0.046044729	15
ABHD3	1	1	0.327088748	18
ABHD4	1	1	0.07980308	14
ABHD5	1	1	0.237166716	3
ABHD6	1	1	0.320193391	3
ABHD8	1	1	0.090070674	19
ABI1	1	1	0.069561847	10
ABI2	1	1	0.108380729	2
ABI3	1	1	0.02701742	17
ABI3BP	1	1	0.210572334	3
ABL1	1	1	0.552699995	9
ABLIM1	1	1	0.344286469	10
ABLIM2	1	1	0.447867659	4
ABLIM3	1	1	0.085929278	5
ABO	1	1	0.444515224	9
ABP1	1	1	0.015644515	7
ABR	1	1	0.142053139	17
ABRA	1	1	0.002833939	8
ABRACL	1	1	0.279752269	6
ABT1	1	1	0.040954523	6
ABTB2	1	1	0.031797217	11
AC079612.1	1	1	0.294868373	2
AC103710_2	1	1	0.280538058	11
ACAA1	1	1	0.208410547	3
ACAA2	1	1	0.362167286	18
ACACA	1	1	0.050342609	17
ACACB	1	1	0.088727918	12
ACAD10	1	1	0.105771667	12
ACAD11	1	1	0.109216079	3
ACAD8	1	1	0.523150447	11
ACAD9	1	1	0.05359497	3
ACADL	1	1	0.044558998	2
ACADM	1	1	0.15968943	1
ACADS	1	1	0.075907679	12
ACADSB	1	1	0.40674225	10
ACAN	1	1	0.017144753	15
ACAP1	1	1	0.184076315	17
ACAP2	1	1	0.157048735	3
ACAP3	1	1	0.168162698	1
ACAT1	1	1	0.236938701	11
ACAT2	1	1	0.083709994	6
ACBD3	1	1	0.017171136	1
ACBD5	1	1	0.206738462	10
ACBD6	1	1	0.029236285	1
ACBD7	1	1	0.437523602	10
ACCS	1	1	0.017844284	11
ACCSL	1	1	0.061368954	11
ACD	1	1	0.353425947	16
ACE	1	1	0.088675086	17
ACE2	1	1	0.143041412	X
ACER1	1	1	0.07657711	19
ACER2	1	1	0.042385836	9
ACER3	1	1	0.04510503	11
ACHE	1	1	0.03844617	7
ACLY	1	1	0.464192907	17
ACMSD	1	1	0.181672455	2
ACN9	1	1	0.021261456	7
ACO1	1	1	0.141535095	9
ACO2	1	1	0.108544883	22
ACOT1	1	1	0.035131724	14
ACOT11	1	1	0.083249357	1
ACOT12	1	1	0.11698148	5
ACOT13	1	1	0.050580798	6
ACOT2	1	1	0.064604556	14
ACOT6	1	1	0.259917611	14
ACOT7	1	1	0.045347648	1
ACOT8	1	1	0.034747757	20
ACOT9	1	1	0.128683424	X
ACOX1	1	1	0.090797177	17
ACOX2	1	1	0.040216344	3
ACOX3	1	1	0.128803165	4
ACOXL	1	1	0.051549265	2
ACP1	1	1	0.050000342	2
ACP2	1	1	0.212513714	11
ACP5	1	1	0.028316957	19
ACP6	1	1	0.162402024	1
ACPL2	1	1	0.087006952	3
ACPP	1	1	0.026203879	3
ACR	1	1	0.226790772	22
ACRBP	1	1	0.035590102	12
ACRC	1	1	0.006221802	X
ACRV1	1	1	0.084783927	11
ACSBG1	1	1	0.172582397	15
ACSBG2	1	1	0.071917198	19
ACSF2	1	1	0.590466872	17
ACSF3	1	1	0.21138707	16
ACSL1	1	1	0.493047106	4
ACSL4	1	1	0.133040072	X
ACSL5	1	1	0.445087004	10
ACSL6	1	1	0.194067369	5
ACSM1	1	1	0.031355031	16
ACSM2A	1	1	0.050285248	16
ACSM2B	1	1	0.064415645	16
ACSM4	1	1	0.032076861	12
ACSM5	1	1	0.080163999	16
ACSS1	1	1	0.481434392	20
ACSS2	1	1	0.067425076	20
ACTA1	1	1	0.027859195	1
ACTA2	1	1	0.066897395	10
ACTB	1	1	0.025552925	7
ACTBL2	1	1	0.1849578	5
ACTC1	1	1	0.019402125	15
ACTG1	1	1	0.061810656	17
ACTG2	1	1	0.115140389	2
ACTL10	1	1	0.066057444	20
ACTL6A	1	1	0.12770872	3
ACTL6B	1	1	0.307652038	7
ACTL7A	1	1	0.03895925	9
ACTL7B	1	1	0.055460204	9
ACTL8	1	1	0.053498912	1
ACTL9	1	1	0.010864066	19
ACTN1	1	1	0.042240481	14
ACTN2	1	1	0.016867363	1
ACTN3	1	1	0.113765814	11
ACTR10	1	1	0.066966713	14
ACTR1A	1	1	0.423078332	10
ACTR1B	1	1	0.240638526	2
ACTR2	1	1	0.436767872	2
ACTR3	1	1	0.060699433	2
ACTR3B	1	1	0.02848761	7
ACTR3C	1	1	0.064223261	7
ACTR5	1	1	0.021915736	20
ACTR6	1	1	0.27746038	12
ACTR8	1	1	0.164406209	3
ACTRT2	1	1	0.027515955	1
ACTRT3	1	1	0.14666451	3
ACVR1	1	1	0.033266432	2
ACVR1C	1	1	0.060906985	2
ACVR2B	1	1	0.352751724	3
ACVRL1	1	1	0.11035917	12
ACY3	1	1	0.01432361	11
ACYP1	1	1	0.460648448	14
ACYP2	1	1	0.186200932	2
ADA	1	1	0.027635957	20
ADAD1	1	1	0.115759894	4
ADAD2	1	1	0.251913797	16
ADAL	1	1	0.494282557	15
ADAM10	1	1	0.14234731	15
ADAM11	1	1	0.497385786	17
ADAM12	1	1	0.154619637	10
ADAM15	1	1	0.014931381	1
ADAM17	1	1	0.207903903	2
ADAM18	1	1	0.062776179	8
ADAM19	1	1	0.183336935	5
ADAM2	1	1	0.169324276	8
ADAM20	1	1	0.092688937	14
ADAM21	1	1	0.051528429	14
ADAM22	1	1	0.34911083	7
ADAM28	1	1	0.405537731	8
ADAM29	1	1	0.276114023	4
ADAM30	1	1	0.089685171	1
ADAM32	1	1	0.001835981	8
ADAM7	1	1	0.356602819	8
ADAM8	1	1	0.288525458	10
ADAM9	1	1	0.34025935	8
ADAMDEC1	1	1	0.128952411	8
ADAMTS1	1	1	0.12230494	21
ADAMTS10	1	1	0.090448323	19
ADAMTS12	1	1	0.031335476	5
ADAMTS13	1	1	0.176050348	9
ADAMTS14	1	1	0.06952554	10
ADAMTS15	1	1	0.171833902	11
ADAMTS16	1	1	0.026137198	5
ADAMTS17	1	1	0.041581418	15
ADAMTS18	1	1	0.18728727	16
ADAMTS2	1	1	0.0031633	5
ADAMTS3	1	1	0.222035665	4
ADAMTS4	1	1	0.098435958	1
ADAMTS5	1	1	0.024992342	21
ADAMTS6	1	1	0.449342756	5
ADAMTS7	1	1	0.033199338	15
ADAMTS8	1	1	0.17190508	11
ADAMTS9	1	1	0.159279307	3
ADAMTSL1	1	1	0.058989196	9
ADAMTSL2	1	1	0.24618803	9
ADAP1	1	1	0.027529627	7
ADAP2	1	1	0.085221959	17
ADAR	1	1	0.031505984	1
ADARB1	1	1	0.100897521	21
ADARB2	1	1	0.069394239	10
ADAT1	1	1	0.225324192	16
ADAT2	1	1	0.256970228	6
ADAT3	1	1	0.300514199	19
ADCK1	1	1	0.16651707	14
ADCK2	1	1	0.005655825	7
ADCK3	1	1	0.027577135	1
ADCK4	1	1	0.108084704	19
ADCK5	1	1	0.179396	8
ADCY1	1	1	0.004741684	7
ADCY10	1	1	0.060001399	1
ADCY2	1	1	0.004659395	5
ADCY3	1	1	0.205464701	2
ADCY4	1	1	0.073919682	14
ADCY5	1	1	0.031412191	3
ADCY6	1	1	0.029588723	12
ADCY7	1	1	0.063346924	16
ADCY8	1	1	0.021427095	8
ADCY9	1	1	0.027785402	16
ADCYAP1	1	1	0.065126871	18
ADCYAP1R1	1	1	0.073706257	7
ADD1	1	1	0.026366657	4
ADD2	1	1	0.204692869	2
ADD3	1	1	0.394307123	10
ADGB	1	1	0.043502823	6
ADH1A	1	1	0.241980054	4
ADH1B	1	1	0.364756292	4
ADH1C	1	1	0.178119701	4
ADH4	1	1	0.610333352	4
ADH6	1	1	0.387541167	4
ADH7	1	1	0.149402915	4
ADHFE1	1	1	0.14182308	8
ADI1	1	1	0.04882551	2
ADIG	1	1	0.251655947	20
ADIPOQ	1	1	0.022772965	3
ADIPOR1	1	1	0.039517185	1
ADIPOR2	1	1	0.036986948	12
ADIRF	1	1	0.310122383	10
ADK	1	1	0.253921008	10
ADM	1	1	0.195026198	11
ADM2	1	1	0.441583483	22
ADO	1	1	0.09605793	10
ADORA1	1	1	0.007787537	1
ADORA2A	1	1	0.09474756	22
ADORA2B	1	1	0.099154644	17
ADORA3	1	1	0.028569776	1
ADPRH	1	1	0.115503272	3
ADPRHL1	1	1	0.01524799	13
ADPRHL2	1	1	0.031454035	1
ADPRM	1	1	0.191737593	17
ADRA1A	1	1	0.046766119	8
ADRA1B	1	1	0.112015656	5
ADRA1D	1	1	0.159951236	20
ADRA2A	1	1	0.360523254	10
ADRA2B	1	1	0.011174761	2
ADRA2C	1	1	0.081540443	4
ADRB1	1	1	0.38812034	10
ADRB2	1	1	0.03391536	5
ADRB3	1	1	0.016981943	8
ADRBK1	1	1	0.074647862	11
ADRBK2	1	1	0.13755926	22
ADRM1	1	1	0.01167888	20
ADSL	1	1	0.105382956	22
ADSS	1	1	0.033792791	1
ADSSL1	1	1	0.150620507	14
ADTRP	1	1	0.382656311	6
AEBP1	1	1	0.011831942	7
AEBP2	1	1	0.03517757	12
AEN	1	1	0.05776273	15
AES	1	1	0.112290524	19
AFAP1	1	1	0.254847273	4
AFAP1L1	1	1	0.009553681	5
AFAP1L2	1	1	0.170732934	10
AFF1	1	1	0.418932038	4
AFF2	1	1	0.154575397	X
AFF3	1	1	0.284327234	2
AFG3L2	1	1	0.046362914	18
AFM	1	1	0.141726543	4
AFMID	1	1	0.212449372	17
AFP	1	1	0.124851399	4
AFTPH	1	1	0.182875617	2
AGA	1	1	0.536143592	4
AGAP1	1	1	0.127155686	2
AGAP11	1	1	0.067828837	10
AGAP2	1	1	0.00780133	12
AGAP3	1	1	0.037696691	7
AGAP4	1	1	0.227458706	10
AGAP5	1	1	0.100973304	10
AGAP6	1	1	0.05128588	10
AGAP7	1	1	0.398563976	10
AGBL1	1	1	0.366174305	15
AGBL2	1	1	0.089364794	11
AGBL3	1	1	0.213837894	7
AGBL4	1	1	0.414661093	1
AGBL5	1	1	0.218034013	2
AGER	1	1	0.046931034	14
AGFG1	1	1	0.112128146	2
AGGF1	1	1	0.48732522	5
AGK	1	1	0.01118012	7
AGL	1	1	0.203364163	1
AGMAT	1	1	0.020614602	1
AGMO	1	1	0.01224762	7
AGO1	1	1	0.066717836	1
AGO2	1	1	0.008555221	8
AGO3	1	1	0.114977091	1
AGO4	1	1	0.097917063	1
AGPAT1	1	1	0.316804296	6
AGPAT3	1	1	0.053423832	21
AGPAT4	1	1	0.265145431	6
AGPAT5	1	1	0.145723821	8
AGPAT6	1	1	0.042569226	8
AGPAT9	1	1	0.718715323	4
AGPHD1	1	1	0.485626135	15
AGPS	1	1	0.094018352	2
AGR2	1	1	0.074483448	7
AGR3	1	1	0.074901689	7
AGRN	1	1	0.041080413	1
AGRP	1	1	0.16017847	16
AGT	1	1	0.001460689	1
AGTPBP1	1	1	0.394465043	9
AGTR1	1	1	0.009063745	3
AGTR2	1	1	0.122370987	X
AGTRAP	1	1	0.191383574	1
AGXT	1	1	0.300059559	2
AGXT2	1	1	0.010059755	5
AGXT2L1	1	1	0.338171137	4
AGXT2L2	1	1	0.146512994	5
AHCY	1	1	0.007555971	20
AHCYL1	1	1	0.035574837	1
AHCYL2	1	1	0.375770255	7
AHDC1	1	1	0.320867618	1
AHI1	1	1	0.446230196	6
AHNAK	1	1	0.094022848	11
AHNAK2	1	1	0.021293044	14
AHR	1	1	0.234702314	7
AHRR	1	1	0.001497648	5
AHSA1	1	1	0.347487098	14
AHSA2	1	1	0.106365951	2
AHSG	1	1	0.010282936	3
AHSP	1	1	0.067538866	16
AICDA	1	1	0.016083432	12
AIDA	1	1	0.138644111	1
AIF1	1	1	0.134089529	6
AIF1L	1	1	0.370913692	9
AIFM1	1	1	0.044884651	X
AIFM2	1	1	0.06484409	10
AIFM3	1	1	0.013831874	22
AIG1	1	1	0.421213265	6
AIM1L	1	1	0.219456183	1
AIMP1	1	1	0.269564027	4
AIMP2	1	1	0.291181559	7
AIP	1	1	0.053419425	11
AIPL1	1	1	0.065304062	17
AIRE	1	1	0.025709161	21
AJAP1	1	1	0.059134871	1
AK1	1	1	0.345884305	9
AK2	1	1	0.353739835	1
AK3	1	1	0.045259667	9
AK4	1	1	0.212314221	1
AK5	1	1	0.294286054	1
AK7	1	1	0.184644666	14
AK8	1	1	0.084866712	9
AK9	1	1	0.582472761	6
AKAP1	1	1	0.058989404	17
AKAP10	1	1	0.309457578	17
AKAP12	1	1	0.089236698	6
AKAP13	1	1	0.141879661	15
AKAP14	1	1	0.016917024	X
AKAP17A	1	1	0.007077364	X
AKAP2	1	1	0.385392417	9
AKAP3	1	1	0.1085255	12
AKAP4	1	1	0.026540777	X
AKAP5	1	1	0.078630076	14
AKAP6	1	1	0.060518243	14
AKAP7	1	1	0.833972829	6
AKAP8	1	1	0.140260336	19
AKAP8L	1	1	0.022964347	19
AKIRIN1	1	1	0.072306537	1
AKIRIN2	1	1	0.597238563	6
AKNA	1	1	0.02811934	9
AKNAD1	1	1	0.020714632	1
AKR1A1	1	1	0.032631105	1
AKR1B1	1	1	0.144928172	7
AKR1B10	1	1	0.124379373	7
AKR1B15	1	1	0.016284896	7
AKR1C1	1	1	0.102741383	10
AKR1C3	1	1	0.280096493	10
AKR1C4	1	1	0.013969253	10
AKR1D1	1	1	0.072131654	7
AKR1E2	1	1	0.18848015	10
AKR7A2	1	1	0.268840661	1
AKR7A3	1	1	0.138779311	1
AKR7L	1	1	0.441259241	1
AKT1	1	1	0.005383586	14
AKT1S1	1	1	0.419280938	19
AKT2	1	1	0.024116399	19
AKT3	1	1	0.099419374	1
AKTIP	1	1	0.594261707	16
AL118506.1	1	1	0.280538058	20
ALAD	1	1	0.018582894	9
ALAS1	1	1	0.033136137	3
ALAS2	1	1	0.068856082	X
ALCAM	1	1	0.035409885	3
ALDH16A1	1	1	0.024821714	19
ALDH18A1	1	1	0.307810956	10
ALDH1A1	1	1	0.071036201	9
ALDH1A2	1	1	0.159806014	15
ALDH1A3	1	1	0.007145205	15
ALDH1B1	1	1	0.213236777	9
ALDH1L1	1	1	0.024779132	3
ALDH1L2	1	1	0.135667269	12
ALDH2	1	1	0.088456044	12
ALDH3A1	1	1	0.110410949	17
ALDH3A2	1	1	0.266390639	17
ALDH3B1	1	1	0.105594138	11
ALDH3B2	1	1	0.007888375	11
ALDH4A1	1	1	0.051716558	1
ALDH5A1	1	1	0.008768934	6
ALDH6A1	1	1	0.145401728	14
ALDH7A1	1	1	0.159960911	5
ALDH8A1	1	1	0.028794769	6
ALDH9A1	1	1	0.069817515	1
ALDOA	1	1	0.054158439	16
ALDOC	1	1	0.033578846	17
ALG1	1	1	0.02272181	16
ALG10	1	1	0.034421212	12
ALG10B	1	1	0.039658739	12
ALG11	1	1	0.386439299	13
ALG13	1	1	0.091169993	X
ALG14	1	1	0.052146685	1
ALG1L	1	1	0.384652281	3
ALG1L2	1	1	0.049396368	3
ALG2	1	1	0.217852879	9
ALG3	1	1	0.005466376	3
ALG5	1	1	0.255323233	13
ALG6	1	1	0.12319109	1
ALG8	1	1	0.144560728	11
ALG9	1	1	0.205048946	11
ALK	1	1	0.15349462	2
ALKBH1	1	1	0.448225225	14
ALKBH2	1	1	0.154712097	12
ALKBH3	1	1	0.201033761	11
ALKBH4	1	1	0.046917165	7
ALKBH5	1	1	0.036747413	17
ALKBH6	1	1	0.137648889	19
ALKBH7	1	1	0.144318543	19
ALKBH8	1	1	0.374454164	11
ALLC	1	1	0.037048746	2
ALMS1	1	1	0.461751242	2
ALOX12	1	1	0.129506687	17
ALOX12B	1	1	0.016951087	17
ALOX15	1	1	0.426306358	17
ALOX15B	1	1	0.036631968	17
ALOX5	1	1	0.142255462	10
ALOX5AP	1	1	0.058273408	13
ALOXE3	1	1	0.128626561	17
ALPI	1	1	0.274427833	2
ALPK1	1	1	0.352403398	4
ALPK2	1	1	0.413437757	18
ALPK3	1	1	0.017003348	15
ALPP	1	1	0.136311233	2
ALPPL2	1	1	0.05349967	2
ALS2	1	1	0.496422151	2
ALS2CL	1	1	0.344155251	3
ALS2CR11	1	1	0.165390968	2
ALS2CR12	1	1	0.019777763	2
ALS2CR8	1	1	0.012970142	2
ALX1	1	1	0.111141592	12
ALX3	1	1	0.032705892	1
ALX4	1	1	0.15768388	11
ALYREF	1	1	0.056106279	17
AMACR	1	1	0.09267354	5
AMBN	1	1	0.044178824	4
AMBP	1	1	0.10593821	9
AMD1	1	1	0.37308305	6
AMDHD1	1	1	0.269014262	12
AMDHD2	1	1	0.058448346	16
AMELX	1	1	0.335120194	X
AMELY	1	1	0.215377043	Y
AMER2	1	1	0.072418509	13
AMER3	1	1	0.089983511	2
AMFR	1	1	0.355741122	16
AMH	1	1	0.282132515	19
AMICA1	1	1	0.340317282	11
AMIGO1	1	1	0.021602444	1
AMIGO2	1	1	0.026953253	12
AMIGO3	1	1	0.275062976	3
AMMECR1	1	1	0.221477145	X
AMMECR1L	1	1	0.592572685	2
AMN1	1	1	0.026303206	12
AMOTL2	1	1	0.039607609	3
AMPD1	1	1	0.075292159	1
AMPD2	1	1	0.043995344	1
AMPD3	1	1	0.433730337	11
AMPH	1	1	0.26377361	7
AMT	1	1	0.704875289	3
AMTN	1	1	0.14053717	4
AMY1C	1	1	0.171124533	1
AMY2B	1	1	0.150661959	1
AMZ2	1	1	0.039099046	17
ANAPC1	1	1	0.006927703	2
ANAPC10	1	1	0.204519876	4
ANAPC13	1	1	0.070565035	3
ANAPC15	1	1	0.059965006	11
ANAPC16	1	1	0.18582586	10
ANAPC2	1	1	0.146389888	9
ANAPC5	1	1	0.371897685	12
ANAPC7	1	1	0.473573135	12
ANG	1	1	0.064013712	14
ANGEL1	1	1	0.136339546	14
ANGEL2	1	1	0.069048829	1
ANGPT1	1	1	0.007589021	8
ANGPT2	1	1	0.096025984	8
ANGPT4	1	1	0.087907398	20
ANGPTL1	1	1	0.00524359	1
ANGPTL2	1	1	0.42260969	9
ANGPTL3	1	1	0.374111438	1
ANGPTL4	1	1	0.059428204	19
ANGPTL5	1	1	0.157790698	11
ANGPTL6	1	1	0.039166517	19
ANGPTL7	1	1	0.266903337	1
ANK1	1	1	0.014849899	8
ANK2	1	1	0.335804084	4
ANK3	1	1	0.27118419	10
ANKAR	1	1	0.255038406	2
ANKDD1A	1	1	0.385574831	15
ANKEF1	1	1	0.033174313	20
ANKFN1	1	1	0.070389189	17
ANKFY1	1	1	0.038032691	17
ANKH	1	1	0.223104949	5
ANKHD1	1	1	0.064466782	5
ANKHD1-EIF4EBP3	1	1	0.339802098	5
ANKK1	1	1	0.036423203	11
ANKLE1	1	1	0.375763467	19
ANKLE2	1	1	0.047903412	12
ANKMY1	1	1	0.198515613	2
ANKMY2	1	1	0.443784039	7
ANKRA2	1	1	0.457271606	5
ANKRD1	1	1	0.035677348	10
ANKRD10	1	1	0.045674401	13
ANKRD11	1	1	0.069048805	16
ANKRD13A	1	1	0.135794861	12
ANKRD13B	1	1	0.049334907	17
ANKRD13C	1	1	0.29039137	1
ANKRD13D	1	1	0.025088688	11
ANKRD16	1	1	0.180221509	10
ANKRD17	1	1	0.019769668	4
ANKRD18A	1	1	0.534113272	9
ANKRD20A1	1	1	0.267941948	9
ANKRD20A4	1	1	0.180933146	9
ANKRD22	1	1	0.128361116	10
ANKRD23	1	1	0.183993933	2
ANKRD24	1	1	0.428729636	19
ANKRD26	1	1	0.492014295	10
ANKRD27	1	1	0.007475144	19
ANKRD28	1	1	0.381859397	3
ANKRD29	1	1	0.04628449	18
ANKRD30A	1	1	0.085376451	10
ANKRD30B	1	1	0.447351931	18
ANKRD31	1	1	0.46502003	5
ANKRD32	1	1	0.318322936	5
ANKRD33	1	1	0.166531873	12
ANKRD33B	1	1	0.043628184	5
ANKRD34A	1	1	0.046712312	1
ANKRD34B	1	1	0.593383828	5
ANKRD34C	1	1	0.338066504	15
ANKRD35	1	1	0.005109366	1
ANKRD36	1	1	0.17357537	2
ANKRD36B	1	1	0.179958509	2
ANKRD36C	1	1	0.294882712	2
ANKRD37	1	1	0.132423736	4
ANKRD39	1	1	0.441187451	2
ANKRD40	1	1	0.004195426	17
ANKRD42	1	1	0.163664482	11
ANKRD45	1	1	0.022130663	1
ANKRD49	1	1	0.152290821	11
ANKRD50	1	1	0.447789407	4
ANKRD52	1	1	0.020835034	12
ANKRD53	1	1	0.103967721	2
ANKRD54	1	1	0.244326395	22
ANKRD55	1	1	0.259061102	5
ANKRD6	1	1	0.039250431	6
ANKRD62	1	1	0.294557247	18
ANKRD9	1	1	0.080188111	14
ANKS1A	1	1	0.308169177	6
ANKS1B	1	1	0.097481804	12
ANKS3	1	1	0.018743539	16
ANKS4B	1	1	0.035713779	16
ANKS6	1	1	0.169660048	9
ANKUB1	1	1	0.114153247	3
ANKZF1	1	1	0.014123387	2
ANLN	1	1	0.138455758	7
ANO1	1	1	0.004571311	11
ANO10	1	1	0.368235302	3
ANO2	1	1	0.096999559	12
ANO4	1	1	0.06228021	12
ANO5	1	1	0.062394506	11
ANO6	1	1	0.283648087	12
ANO7	1	1	0.089603477	2
ANO8	1	1	0.053180385	19
ANO9	1	1	0.421282227	11
ANP32A	1	1	0.14298634	15
ANP32B	1	1	0.423645158	9
ANP32C	1	1	0.356267264	4
ANP32D	1	1	0.385478152	12
ANP32E	1	1	0.003965784	1
ANPEP	1	1	0.023378549	15
ANTXR1	1	1	0.228464219	2
ANTXR2	1	1	0.239980068	4
ANXA1	1	1	0.431562494	9
ANXA11	1	1	0.462013869	10
ANXA13	1	1	0.054887672	8
ANXA2	1	1	0.372057285	15
ANXA2R	1	1	0.228046247	5
ANXA3	1	1	0.025235885	4
ANXA4	1	1	0.241529895	2
ANXA5	1	1	0.274286959	4
ANXA6	1	1	0.044697905	5
ANXA8L2	1	1	0.226205918	10
ANXA9	1	1	0.038797861	1
AOC3	1	1	0.009105102	17
AOX1	1	1	0.110340031	2
AP1AR	1	1	0.417442217	4
AP1B1	1	1	0.22761734	22
AP1G1	1	1	0.358481192	16
AP1G2	1	1	0.289262396	14
AP1M1	1	1	0.079930546	19
AP1M2	1	1	0.061290946	19
AP1S2	1	1	0.116256802	X
AP1S3	1	1	0.20794931	2
AP2A1	1	1	0.394054584	19
AP2B1	1	1	0.036922394	17
AP2M1	1	1	0.064008899	3
AP2S1	1	1	0.233045681	19
AP3B1	1	1	0.140342817	5
AP3B2	1	1	0.232825825	15
AP3D1	1	1	0.021222616	19
AP3M1	1	1	0.031956686	10
AP3M2	1	1	0.145729647	8
AP3S1	1	1	0.530138324	5
AP3S2	1	1	0.022854644	15
AP4B1	1	1	0.079634633	1
AP4S1	1	1	0.098781042	14
AP5B1	1	1	0.253106129	11
AP5M1	1	1	0.270535537	14
AP5S1	1	1	0.019455151	20
AP5Z1	1	1	0.048236435	7
APAF1	1	1	0.542090474	12
APBA1	1	1	0.020608732	9
APBA2	1	1	0.192321072	15
APBA3	1	1	0.392431041	19
APBB1	1	1	0.014740457	11
APBB1IP	1	1	0.461145108	10
APBB2	1	1	0.24972285	4
APBB3	1	1	0.286184545	5
APC2	1	1	0.375267301	19
APCDD1	1	1	0.010195331	18
APCDD1L	1	1	0.002298054	20
APCS	1	1	0.009055341	1
APEX2	1	1	0.11191079	X
APH1A	1	1	0.021340897	1
APH1B	1	1	0.392522258	15
APITD1	1	1	0.282824811	1
APLF	1	1	0.450523795	2
APLNR	1	1	0.090315429	11
APLP1	1	1	0.037473514	19
APLP2	1	1	0.135779015	11
APMAP	1	1	0.022280074	20
APOA1	1	1	0.151350603	11
APOA1BP	1	1	0.054108542	1
APOA2	1	1	0.069812352	1
APOA4	1	1	0.537561562	11
APOA5	1	1	0.183945407	11
APOB	1	1	0.030554547	2
APOBEC1	1	1	0.019363224	12
APOBEC2	1	1	0.086368112	6
APOBEC3A	1	1	0.336990402	22
APOBEC3B	1	1	0.036220202	22
APOBEC3C	1	1	0.404402359	22
APOBEC3D	1	1	0.334774162	22
APOBEC3F	1	1	0.224042013	22
APOBEC3G	1	1	0.09733875	22
APOBEC3H	1	1	0.176995966	22
APOBEC4	1	1	0.019482706	1
APOBR	1	1	0.042826692	16
APOC1	1	1	0.230817032	19
APOC2	1	1	0.074534967	19
APOC3	1	1	0.257796627	11
APOC4	1	1	0.075006668	19
APOD	1	1	0.013856024	3
APOE	1	1	0.137681937	19
APOF	1	1	0.052873244	12
APOH	1	1	0.447053904	17
APOL1	1	1	0.246151892	22
APOL2	1	1	0.318593621	22
APOL3	1	1	0.248094965	22
APOL4	1	1	0.527785334	22
APOL5	1	1	0.069962446	22
APOL6	1	1	0.091540125	22
APOLD1	1	1	0.046993316	12
APOM	1	1	0.064612936	6
APOO	1	1	0.088092128	X
APOOL	1	1	0.314816563	X
APOPT1	1	1	0.287518492	14
APP	1	1	0.247035866	21
APPL1	1	1	0.395617826	3
APPL2	1	1	0.308759483	12
APRT	1	1	0.211115106	16
APTX	1	1	0.42295699	9
AQP1	1	1	0.027359286	7
AQP10	1	1	0.02360477	1
AQP11	1	1	0.040822519	11
AQP12A	1	1	0.042260697	2
